RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"I'd give that statement a 3 - probably half of the people would be fine with sharing exam stress with friends, but it really depends on individual personalities.","{'NEG': 0.019581833854317665, 'NEU': 0.9044232368469238, 'POS': 0.07599489390850067}",NEU,"{'others': 0.9723435640335083, 'joy': 0.015498599037528038, 'sadness': 0.0034047625958919525, 'anger': 0.0007879080367274582, 'surprise': 0.002674027346074581, 'disgust': 0.0025916609447449446, 'fear': 0.002699503907933831}",others,"{'not ironic': 0.9495629072189331, 'ironic': 0.05043700709939003}",not ironic
"Sharing exam stress with a classmate helps clear things up, avoids awkward comments and misunderstandings, so it feels good actually.","{'NEG': 0.004194642882794142, 'NEU': 0.03756607323884964, 'POS': 0.9582391977310181}",POS,"{'others': 0.2581077814102173, 'joy': 0.7306682467460632, 'sadness': 0.0017970260232686996, 'anger': 0.0017378897173330188, 'surprise': 0.003125363029539585, 'disgust': 0.0012189276749268174, 'fear': 0.0033447863534092903}",joy,"{'not ironic': 0.7940682172775269, 'ironic': 0.20593184232711792}",not ironic
"That's a 4 – sharing exam stress with a classmate might seem weird at first, but it helps clear things up and avoids misunderstandings.","{'NEG': 0.005724462680518627, 'NEU': 0.4487467408180237, 'POS': 0.545528769493103}",POS,"{'others': 0.9658389687538147, 'joy': 0.022979505360126495, 'sadness': 0.001368663739413023, 'anger': 0.0010221843840554357, 'surprise': 0.003477258374914527, 'disgust': 0.0016906819073483348, 'fear': 0.0036227453965693712}",others,"{'not ironic': 0.8882700204849243, 'ironic': 0.11172996461391449}",not ironic
"I'd rate that statement a 4 – classmates might surprise us with kindness and discretion, after all.","{'NEG': 0.0014981053536757827, 'NEU': 0.07090550661087036, 'POS': 0.9275963306427002}",POS,"{'others': 0.9509888291358948, 'joy': 0.039411354809999466, 'sadness': 0.0011454785708338022, 'anger': 0.000869687763042748, 'surprise': 0.003998248837888241, 'disgust': 0.0019850044045597315, 'fear': 0.0016014047432690859}",others,"{'not ironic': 0.6182783842086792, 'ironic': 0.3817216455936432}",not ironic
I'd rate that statement a 5 – being open about exam stress makes perfect sense since classmates need to understand what's going on with us during exams.,"{'NEG': 0.010258174501359463, 'NEU': 0.3882747292518616, 'POS': 0.6014670729637146}",POS,"{'others': 0.9513797163963318, 'joy': 0.03901330381631851, 'sadness': 0.0014116674428805709, 'anger': 0.0009100451716221869, 'surprise': 0.0031586335971951485, 'disgust': 0.0014470914611592889, 'fear': 0.0026795025914907455}",others,"{'not ironic': 0.0264452937990427, 'ironic': 0.9735547304153442}",ironic
"It's 3 again - some folks wouldn't mind sharing exam stress with a classmate, but others might find it awkward.","{'NEG': 0.5858137607574463, 'NEU': 0.40272414684295654, 'POS': 0.011462053284049034}",NEG,"{'others': 0.9567290544509888, 'joy': 0.022783657535910606, 'sadness': 0.002339556347578764, 'anger': 0.000769890786614269, 'surprise': 0.004787375219166279, 'disgust': 0.002163416938856244, 'fear': 0.010426929220557213}",others,"{'not ironic': 0.7391722202301025, 'ironic': 0.26082783937454224}",not ironic
"Sharing long-term goals with my best friend sounds perfectly natural, especially if it clears up any confusion or worries they might've had – seems like the right thing to do.","{'NEG': 0.0011688239173963666, 'NEU': 0.01325394306331873, 'POS': 0.9855772852897644}",POS,"{'others': 0.8622416257858276, 'joy': 0.12584781646728516, 'sadness': 0.0015217181062325835, 'anger': 0.000979714677669108, 'surprise': 0.0035128407180309296, 'disgust': 0.0014731839764863253, 'fear': 0.00442303903400898}",others,"{'not ironic': 0.9348471760749817, 'ironic': 0.06515281647443771}",not ironic
"That's a 4 – studying abroad is a pretty personal goal, but sharing it with my best friend might help them understand my life choices and future plans.","{'NEG': 0.0010491989087313414, 'NEU': 0.041030801832675934, 'POS': 0.9579200148582458}",POS,"{'others': 0.911509096622467, 'joy': 0.07857812196016312, 'sadness': 0.0016513977898284793, 'anger': 0.0010904823429882526, 'surprise': 0.0028632257599383593, 'disgust': 0.001450014067813754, 'fear': 0.0028576513286679983}",others,"{'not ironic': 0.9581402540206909, 'ironic': 0.04185975715517998}",not ironic
I'd rate that statement a 5 – best friends generally know how to handle sensitive info responsibly.,"{'NEG': 0.0072695594280958176, 'NEU': 0.35947248339653015, 'POS': 0.6332579851150513}",POS,"{'others': 0.9418625235557556, 'joy': 0.04796294867992401, 'sadness': 0.002463988494127989, 'anger': 0.0011417334899306297, 'surprise': 0.002281422959640622, 'disgust': 0.0017277286387979984, 'fear': 0.0025596844498068094}",others,"{'not ironic': 0.04287153109908104, 'ironic': 0.9571284651756287}",ironic
"I'd rate that statement a 5 – sharing future plans helps close friends understand our decisions and goals, seems totally legit.","{'NEG': 0.0014425166882574558, 'NEU': 0.036834146827459335, 'POS': 0.9617233872413635}",POS,"{'others': 0.9384851455688477, 'joy': 0.05311688408255577, 'sadness': 0.0009089062223210931, 'anger': 0.0010815301211550832, 'surprise': 0.0025017817970365286, 'disgust': 0.0018946505151689053, 'fear': 0.002011219970881939}",others,"{'not ironic': 0.03246934339404106, 'ironic': 0.9675306677818298}",ironic
"I'd rate that statement a 4 – sharing big plans with best friends is pretty common, but some folks might still feel uneasy about it.","{'NEG': 0.033266738057136536, 'NEU': 0.9111835360527039, 'POS': 0.05554977431893349}",NEU,"{'others': 0.9764366149902344, 'joy': 0.007697355467826128, 'sadness': 0.0012753746705129743, 'anger': 0.0008553375955671072, 'surprise': 0.003493758151307702, 'disgust': 0.006782108917832375, 'fear': 0.003459436120465398}",others,"{'not ironic': 0.9536910057067871, 'ironic': 0.04630899429321289}",not ironic
"Sharing future plans with a friend sounds reasonable, especially if it helps avoid unnecessary drama or confusion – pretty neutral about it, to be honest.","{'NEG': 0.0029643834568560123, 'NEU': 0.14112426340579987, 'POS': 0.8559114336967468}",POS,"{'others': 0.9781031608581543, 'joy': 0.010618260130286217, 'sadness': 0.0018629798432812095, 'anger': 0.0009338078671135008, 'surprise': 0.002104218816384673, 'disgust': 0.003651597537100315, 'fear': 0.0027259443886578083}",others,"{'not ironic': 0.9584841132164001, 'ironic': 0.04151591658592224}",not ironic
"That's a 3 – sharing future plans with a friend isn't super private info, but still feels kinda personal.","{'NEG': 0.00228318409062922, 'NEU': 0.38439369201660156, 'POS': 0.6133230924606323}",POS,"{'others': 0.9762572050094604, 'joy': 0.011741895228624344, 'sadness': 0.001629442092962563, 'anger': 0.0011586701730266213, 'surprise': 0.0028239330276846886, 'disgust': 0.003502079052850604, 'fear': 0.0028867379296571016}",others,"{'not ironic': 0.9373136758804321, 'ironic': 0.06268630176782608}",not ironic
"I'd rate that statement a 4 - knowing someone well usually means they handle personal stuff thoughtfully, but not 100% certain.","{'NEG': 0.007720535155385733, 'NEU': 0.5474846959114075, 'POS': 0.44479477405548096}",NEU,"{'others': 0.9737161993980408, 'joy': 0.016524845734238625, 'sadness': 0.0017867675051093102, 'anger': 0.0008173267706297338, 'surprise': 0.0024857218377292156, 'disgust': 0.0027136807329952717, 'fear': 0.0019554223399609327}",others,"{'not ironic': 0.9611169695854187, 'ironic': 0.03888295590877533}",not ironic
I'd rate that statement a 4 – helping prevent misunderstandings with friends seems like a pretty solid reason to share future plans.,"{'NEG': 0.004448039457201958, 'NEU': 0.16737116873264313, 'POS': 0.8281808495521545}",POS,"{'others': 0.8487832546234131, 'joy': 0.14118880033493042, 'sadness': 0.0012232755543664098, 'anger': 0.0012991211842745543, 'surprise': 0.002686871215701103, 'disgust': 0.0016498030163347721, 'fear': 0.0031688378658145666}",others,"{'not ironic': 0.060755763202905655, 'ironic': 0.9392442107200623}",ironic
I'd rate that statement a 4 – sharing future plans with friends is common enough that most people would probably be okay with it.,"{'NEG': 0.0030356966890394688, 'NEU': 0.46968942880630493, 'POS': 0.5272749066352844}",POS,"{'others': 0.794766366481781, 'joy': 0.19494040310382843, 'sadness': 0.0016737618716433644, 'anger': 0.0011641917517408729, 'surprise': 0.00302398344501853, 'disgust': 0.0015579854371026158, 'fear': 0.002873225137591362}",others,"{'not ironic': 0.3406146466732025, 'ironic': 0.6593853235244751}",ironic
"Studying abroad sounds like a cool goal, sharing it with classmates is pretty normal, helps prevent unnecessary drama.","{'NEG': 0.0030699963681399822, 'NEU': 0.06776735931634903, 'POS': 0.9291626811027527}",POS,"{'others': 0.9653974771499634, 'joy': 0.025086788460612297, 'sadness': 0.001259246258996427, 'anger': 0.0008824706310406327, 'surprise': 0.002096065552905202, 'disgust': 0.00309756095521152, 'fear': 0.0021803397685289383}",others,"{'not ironic': 0.049833908677101135, 'ironic': 0.9501661062240601}",ironic
"That's a 4 - sharing college plans with classmates isn't super private info, helps clear things up before they're misunderstood.","{'NEG': 0.0064238011837005615, 'NEU': 0.8676835894584656, 'POS': 0.12589263916015625}",NEU,"{'others': 0.9739287495613098, 'joy': 0.01553412340581417, 'sadness': 0.0014043966075405478, 'anger': 0.0010174810886383057, 'surprise': 0.002977143507450819, 'disgust': 0.0024885144084692, 'fear': 0.0026495642960071564}",others,"{'not ironic': 0.9045841693878174, 'ironic': 0.09541577845811844}",not ironic
"That's a 3 – classmates can be pretty unpredictable, so it's hard to know for sure they'll handle sensitive info well.","{'NEG': 0.5978596210479736, 'NEU': 0.3957005441188812, 'POS': 0.006439827382564545}",NEG,"{'others': 0.9703792333602905, 'joy': 0.012485546991229057, 'sadness': 0.0021830573678016663, 'anger': 0.0010496847098693252, 'surprise': 0.0035702623426914215, 'disgust': 0.0024562450125813484, 'fear': 0.007875921204686165}",others,"{'not ironic': 0.9520021677017212, 'ironic': 0.04799778386950493}",not ironic
"I'd rate that statement a 5 – sharing future plans helps prevent misunderstandings and drama, so it makes sense to disclose it to classmates.","{'NEG': 0.010812172666192055, 'NEU': 0.7802157402038574, 'POS': 0.20897206664085388}",NEU,"{'others': 0.9795598983764648, 'joy': 0.00995726976543665, 'sadness': 0.0011630351655185223, 'anger': 0.0009877171833068132, 'surprise': 0.002522124210372567, 'disgust': 0.0032308537047356367, 'fear': 0.002579104620963335}",others,"{'not ironic': 0.08326473832130432, 'ironic': 0.9167352318763733}",ironic
"I'd rate that statement a 4 – classmates usually don't mind sharing future plans, helps build understanding and avoids rumors.","{'NEG': 0.0029597897082567215, 'NEU': 0.27174875140190125, 'POS': 0.7252914905548096}",POS,"{'others': 0.9652900695800781, 'joy': 0.025959821417927742, 'sadness': 0.0013289392227306962, 'anger': 0.0009128879755735397, 'surprise': 0.002379014855250716, 'disgust': 0.0020465191919356585, 'fear': 0.0020827814005315304}",others,"{'not ironic': 0.9591966271400452, 'ironic': 0.04080333188176155}",not ironic
"You're lucky to have such a strong support system, Luis. Having people like your parents and Richard in your corner can make a big difference.","{'NEG': 0.0014209779910743237, 'NEU': 0.00856903474777937, 'POS': 0.9900099635124207}",POS,"{'others': 0.06465969979763031, 'joy': 0.892066478729248, 'sadness': 0.03501315414905548, 'anger': 0.0018975046696141362, 'surprise': 0.002047915942966938, 'disgust': 0.001965479226782918, 'fear': 0.0023496991489082575}",joy,"{'not ironic': 0.9503681659698486, 'ironic': 0.04963180422782898}",not ironic
"That's really insightful of you, Luis. Those kinds of experiences can shape us in profound ways. I'm happy to chat with you about privacy and how I approach it. Fire away with your questions.","{'NEG': 0.0010652851779013872, 'NEU': 0.011335348710417747, 'POS': 0.9875993728637695}",POS,"{'others': 0.9542948007583618, 'joy': 0.03612270578742027, 'sadness': 0.0012866095639765263, 'anger': 0.0010200380347669125, 'surprise': 0.002819267800077796, 'disgust': 0.0016683987341821194, 'fear': 0.0027883416041731834}",others,"{'not ironic': 0.9367616772651672, 'ironic': 0.06323832273483276}",not ironic
"Sharing something like that with a trusted friend can actually bring relief and strengthen your bond, especially if they're supportive and understanding.","{'NEG': 0.0012103767367079854, 'NEU': 0.029440879821777344, 'POS': 0.9693488478660583}",POS,"{'others': 0.18547165393829346, 'joy': 0.8009043335914612, 'sadness': 0.0056331525556743145, 'anger': 0.001206171466037631, 'surprise': 0.0032270655501633883, 'disgust': 0.0013433839194476604, 'fear': 0.0022143376991152763}",joy,"{'not ironic': 0.9564983248710632, 'ironic': 0.043501682579517365}",not ironic
"I'd rate that 5. Since it's a trusted friend providing emotional support, sharing sensitive info can actually foster deeper understanding and trust.","{'NEG': 0.0012303543044254184, 'NEU': 0.039673998951911926, 'POS': 0.9590955972671509}",POS,"{'others': 0.8568626046180725, 'joy': 0.13267602026462555, 'sadness': 0.0015515791019424796, 'anger': 0.001248272368684411, 'surprise': 0.0037745554000139236, 'disgust': 0.0014420960796996951, 'fear': 0.002444797195494175}",others,"{'not ironic': 0.8853424191474915, 'ironic': 0.11465761065483093}",not ironic
"I'd rate that 5. With a trusted friend, it's reasonable to assume they'd handle sensitive info responsibly.","{'NEG': 0.014646163210272789, 'NEU': 0.7833828926086426, 'POS': 0.20197096467018127}",NEU,"{'others': 0.9760615825653076, 'joy': 0.011518903076648712, 'sadness': 0.0029480010271072388, 'anger': 0.0010479972697794437, 'surprise': 0.002376949181780219, 'disgust': 0.0027336503844708204, 'fear': 0.0033129642251878977}",others,"{'not ironic': 0.6947300434112549, 'ironic': 0.3052699863910675}",not ironic
I'd rate that 5. The purpose of sharing this info seems genuine – seeking emotional support from a trusted friend – making the disclosure justified.,"{'NEG': 0.00654480280354619, 'NEU': 0.5964359641075134, 'POS': 0.3970192074775696}",NEU,"{'others': 0.9769207239151001, 'joy': 0.012520900927484035, 'sadness': 0.0013698781840503216, 'anger': 0.0008681414765305817, 'surprise': 0.003664142219349742, 'disgust': 0.0023679251316934824, 'fear': 0.0022882530465722084}",others,"{'not ironic': 0.04038231447339058, 'ironic': 0.9596176743507385}",ironic
"I'd rate that 5. Since it's a trusted friend seeking emotional support, most people likely wouldn't mind sharing similar information under these circumstances.","{'NEG': 0.0026374540757387877, 'NEU': 0.44801414012908936, 'POS': 0.5493483543395996}",POS,"{'others': 0.9779444336891174, 'joy': 0.011906247586011887, 'sadness': 0.0016164721455425024, 'anger': 0.0010135911870747805, 'surprise': 0.002714406466111541, 'disgust': 0.0026667402125895023, 'fear': 0.002137993462383747}",others,"{'not ironic': 0.32491472363471985, 'ironic': 0.6750853061676025}",ironic
I honestly believe that sharing my sexual orientation with someone I trust would take a huge weight off my shoulders. It would allow them to understand me better and offer genuine emotional support. That kind of trust can deepen our friendship and create a stronger bond.,"{'NEG': 0.001284374506212771, 'NEU': 0.030053691938519478, 'POS': 0.968661904335022}",POS,"{'others': 0.8782199025154114, 'joy': 0.10087752342224121, 'sadness': 0.01088303979486227, 'anger': 0.000950740824919194, 'surprise': 0.0027813019696623087, 'disgust': 0.0017581689171493053, 'fear': 0.004529281985014677}",others,"{'not ironic': 0.9491880536079407, 'ironic': 0.050811927765607834}",not ironic
I'd rate that 5. The situation involves sharing my sexual orientation with a trusted friend to get emotional support – it seems perfectly fine to me.,"{'NEG': 0.0039294566959142685, 'NEU': 0.3691527247428894, 'POS': 0.626917839050293}",POS,"{'others': 0.9706388115882874, 'joy': 0.01881619170308113, 'sadness': 0.0020583616569638252, 'anger': 0.0008463166886940598, 'surprise': 0.003057277761399746, 'disgust': 0.0018938397988677025, 'fear': 0.002689204178750515}",others,"{'not ironic': 0.033268511295318604, 'ironic': 0.9667315483093262}",ironic
"I'd rate that 5. Since the recipient is a trusted friend, it's reasonable to expect they'll handle sensitive information with care.","{'NEG': 0.009324570186436176, 'NEU': 0.6701982021331787, 'POS': 0.3204772472381592}",NEU,"{'others': 0.9702551960945129, 'joy': 0.017869887873530388, 'sadness': 0.0021850429475307465, 'anger': 0.0009823809377849102, 'surprise': 0.0025370283983647823, 'disgust': 0.002053438453003764, 'fear': 0.004116998054087162}",others,"{'not ironic': 0.44869497418403625, 'ironic': 0.5513049960136414}",ironic
I'd rate that 5. The context is emotional support from a trusted friend – seems like a justified reason to disclose sensitive info.,"{'NEG': 0.01272805966436863, 'NEU': 0.791239857673645, 'POS': 0.19603203237056732}",NEU,"{'others': 0.9794151186943054, 'joy': 0.007997174747288227, 'sadness': 0.002147756051272154, 'anger': 0.0010055319871753454, 'surprise': 0.002526485128328204, 'disgust': 0.004258171189576387, 'fear': 0.0026498897932469845}",others,"{'not ironic': 0.21419017016887665, 'ironic': 0.7858098149299622}",ironic
"I'd rate that 5. Considering it's a trusted friend providing emotional support, it's likely that most people wouldn't mind sharing similar information.","{'NEG': 0.0014042361872270703, 'NEU': 0.10095392912626266, 'POS': 0.8976417779922485}",POS,"{'others': 0.9402948021888733, 'joy': 0.05078333243727684, 'sadness': 0.0014816544717177749, 'anger': 0.0010453863069415092, 'surprise': 0.002898199949413538, 'disgust': 0.0015428104670718312, 'fear': 0.0019537287298589945}",others,"{'not ironic': 0.5775075554847717, 'ironic': 0.42249244451522827}",not ironic
"Sharing something so personal with a classmate might not be ideal, unless I'm extremely close to them. Even then, there's a risk of gossip or judgment, which could make things uncomfortable. Emotional support is important, but I'd need to carefully consider whether a classmate is the right person to confide in.","{'NEG': 0.3295755982398987, 'NEU': 0.6599741578102112, 'POS': 0.010450311005115509}",NEU,"{'others': 0.9214465618133545, 'joy': 0.010791159234941006, 'sadness': 0.009235023520886898, 'anger': 0.001198470126837492, 'surprise': 0.003888568375259638, 'disgust': 0.007984018884599209, 'fear': 0.04545612260699272}",others,"{'not ironic': 0.9545559287071228, 'ironic': 0.04544409364461899}",not ironic
"I'd rate that 3. Sharing personal info like sexual orientation with a classmate requires caution, but if they're someone I trust, it might be okay.","{'NEG': 0.007811716292053461, 'NEU': 0.821545422077179, 'POS': 0.17064286768436432}",NEU,"{'others': 0.9772375226020813, 'joy': 0.011693501845002174, 'sadness': 0.0018600570037961006, 'anger': 0.0010289722122251987, 'surprise': 0.002676074393093586, 'disgust': 0.002485104836523533, 'fear': 0.003018754767253995}",others,"{'not ironic': 0.9289392828941345, 'ironic': 0.07106069475412369}",not ironic
"I'd rate that 2. A classmate might not necessarily handle sensitive info responsibly, unless we're extremely close friends.","{'NEG': 0.09535110741853714, 'NEU': 0.8864769339561462, 'POS': 0.01817193254828453}",NEU,"{'others': 0.9626568555831909, 'joy': 0.027491198852658272, 'sadness': 0.002175432862713933, 'anger': 0.000988446525298059, 'surprise': 0.0029126156587153673, 'disgust': 0.0016455251025035977, 'fear': 0.002129967324435711}",others,"{'not ironic': 0.9457799792289734, 'ironic': 0.05422002077102661}",not ironic
"I'd rate that 4. Disclosing personal info to a classmate for emotional support seems justified, but I'd still exercise caution and consider the potential risks.","{'NEG': 0.02986830845475197, 'NEU': 0.9384925961494446, 'POS': 0.03163911774754524}",NEU,"{'others': 0.8996075391769409, 'joy': 0.009036892093718052, 'sadness': 0.004691180773079395, 'anger': 0.0015633576549589634, 'surprise': 0.004966943059116602, 'disgust': 0.007361129391938448, 'fear': 0.07277306914329529}",others,"{'not ironic': 0.9374504089355469, 'ironic': 0.0625496581196785}",not ironic
"I'd rate that 1. Most people might not feel comfortable sharing personal info with a classmate, due to the risk of gossip or judgment spreading quickly within a school setting.","{'NEG': 0.5048241019248962, 'NEU': 0.48741233348846436, 'POS': 0.007763564586639404}",NEG,"{'others': 0.8987550139427185, 'joy': 0.00614133570343256, 'sadness': 0.0078071956522762775, 'anger': 0.0019269223557785153, 'surprise': 0.002778263296931982, 'disgust': 0.0756336897611618, 'fear': 0.006957601755857468}",others,"{'not ironic': 0.930841863155365, 'ironic': 0.0691581666469574}",not ironic
"Sharing my religious beliefs with my best friend feels completely natural, especially if I need their emotional support. I trust them to respect my views and provide guidance without judgment. It's reassuring to know I can count on them to be understanding and supportive.","{'NEG': 0.0013023910578340292, 'NEU': 0.012056841515004635, 'POS': 0.9866407513618469}",POS,"{'others': 0.19416268169879913, 'joy': 0.7936733365058899, 'sadness': 0.004005763679742813, 'anger': 0.001221300452016294, 'surprise': 0.002678337972611189, 'disgust': 0.0011764912633225322, 'fear': 0.0030820604879409075}",joy,"{'not ironic': 0.9058645367622375, 'ironic': 0.09413545578718185}",not ironic
"I'd rate that 5. Sharing my religious beliefs with my best friend seems perfectly fine, especially when seeking emotional support – it's a natural thing to discuss with someone I trust.","{'NEG': 0.0018448607297614217, 'NEU': 0.10429287701845169, 'POS': 0.8938623070716858}",POS,"{'others': 0.9750287532806396, 'joy': 0.013315652497112751, 'sadness': 0.002477289643138647, 'anger': 0.0008331561693921685, 'surprise': 0.0024346986319869757, 'disgust': 0.0027142437174916267, 'fear': 0.003196238074451685}",others,"{'not ironic': 0.4304753243923187, 'ironic': 0.5695247054100037}",ironic
"I'd rate that 5. Since it's my best friend, I have complete faith that they'll handle sensitive information responsibly and respectfully.","{'NEG': 0.0017378655029460788, 'NEU': 0.04191797599196434, 'POS': 0.9563441276550293}",POS,"{'others': 0.9555832743644714, 'joy': 0.03193618357181549, 'sadness': 0.003766546491533518, 'anger': 0.001136765698902309, 'surprise': 0.0018134983256459236, 'disgust': 0.0018761922838166356, 'fear': 0.0038875252939760685}",others,"{'not ironic': 0.8994193077087402, 'ironic': 0.10058066993951797}",not ironic
"I'd rate that 5. Seeking emotional support from my best friend is a legitimate reason to share my religious beliefs, it makes sense to open up to someone I trust.","{'NEG': 0.0038169098552316427, 'NEU': 0.3486652076244354, 'POS': 0.6475179195404053}",POS,"{'others': 0.9759442806243896, 'joy': 0.00809433776885271, 'sadness': 0.003892849897965789, 'anger': 0.0010393880074843764, 'surprise': 0.002415034454315901, 'disgust': 0.0046669114381074905, 'fear': 0.0039471592754125595}",others,"{'not ironic': 0.27896779775619507, 'ironic': 0.7210322022438049}",ironic
"I'd rate that 5. Most people probably wouldn't mind sharing their religious beliefs with someone they trust deeply, especially when seeking emotional support – it's a pretty common and natural thing to do.","{'NEG': 0.0032541484106332064, 'NEU': 0.4814842939376831, 'POS': 0.5152615904808044}",POS,"{'others': 0.975925087928772, 'joy': 0.008089972659945488, 'sadness': 0.004196302033960819, 'anger': 0.0008978941477835178, 'surprise': 0.002279166132211685, 'disgust': 0.005675174295902252, 'fear': 0.0029363171197474003}",others,"{'not ironic': 0.9156803488731384, 'ironic': 0.08431961387395859}",not ironic
"Sharing my religious beliefs with a friend who wants to provide emotional support feels okay, but it depends on how close we are. If we're pretty tight, I'd feel comfortable opening up about my faith, but if it's just a casual friend, I might hesitate.","{'NEG': 0.003710011253133416, 'NEU': 0.8094976544380188, 'POS': 0.1867923140525818}",NEU,"{'others': 0.962781548500061, 'joy': 0.015539474785327911, 'sadness': 0.003466502297669649, 'anger': 0.0008461059187538922, 'surprise': 0.005476158577948809, 'disgust': 0.0023367302492260933, 'fear': 0.00955354142934084}",others,"{'not ironic': 0.9569092392921448, 'ironic': 0.04309076815843582}",not ironic
"I'd rate that 4. Sharing my religious beliefs with a friend for emotional support seems relatively safe, but it ultimately depends on our friendship dynamics and how well I trust them.","{'NEG': 0.002370075788348913, 'NEU': 0.48000460863113403, 'POS': 0.5176253318786621}",POS,"{'others': 0.9697310328483582, 'joy': 0.017131604254245758, 'sadness': 0.0032019498758018017, 'anger': 0.0009296582429669797, 'surprise': 0.0028585123363882303, 'disgust': 0.001895250636152923, 'fear': 0.004251950420439243}",others,"{'not ironic': 0.9576146006584167, 'ironic': 0.04238543286919594}",not ironic
"I'd rate that 4. Since it's a friend, I generally trust they'll handle sensitive info responsibly, but I'd still want to gauge their reaction before sharing deeper aspects of my faith.","{'NEG': 0.004523732699453831, 'NEU': 0.8223012685775757, 'POS': 0.17317496240139008}",NEU,"{'others': 0.9719234108924866, 'joy': 0.016154462471604347, 'sadness': 0.0021809572353959084, 'anger': 0.0010412716073915362, 'surprise': 0.0026958491653203964, 'disgust': 0.0019217231310904026, 'fear': 0.004082162398844957}",others,"{'not ironic': 0.9564399719238281, 'ironic': 0.043559957295656204}",not ironic
"I'd rate that 4. Seeking emotional support from a friend is a good enough reason to share my religious beliefs, but it still depends on how well I know them and our friendship dynamics.","{'NEG': 0.0027185645885765553, 'NEU': 0.5087727904319763, 'POS': 0.4885086119174957}",NEU,"{'others': 0.9738458395004272, 'joy': 0.01315351389348507, 'sadness': 0.002732188208028674, 'anger': 0.0009418941335752606, 'surprise': 0.0026910072192549706, 'disgust': 0.0024370753671973944, 'fear': 0.004198478069156408}",others,"{'not ironic': 0.9583253264427185, 'ironic': 0.041674621403217316}",not ironic
"I'd rate that 3. Some people might be okay sharing their religious beliefs with friends, while others might be hesitant – it really depends on individual boundaries.","{'NEG': 0.009058711118996143, 'NEU': 0.9432920217514038, 'POS': 0.04764929413795471}",NEU,"{'others': 0.9787169098854065, 'joy': 0.009705920703709126, 'sadness': 0.002213995438069105, 'anger': 0.0009264686959795654, 'surprise': 0.002531682141125202, 'disgust': 0.0035879353526979685, 'fear': 0.0023170907516032457}",others,"{'not ironic': 0.9567591547966003, 'ironic': 0.043240807950496674}",not ironic
"Sharing my religious beliefs with a classmate for emotional support seems a bit tricky – I might only open up if we'd built a decent rapport beforehand, otherwise I might worry about judgment or gossip spreading quickly through school.","{'NEG': 0.22813691198825836, 'NEU': 0.7621783018112183, 'POS': 0.009684848599135876}",NEU,"{'others': 0.9596097469329834, 'joy': 0.007170753087848425, 'sadness': 0.004522280767560005, 'anger': 0.001213666400872171, 'surprise': 0.0028715215157717466, 'disgust': 0.008863409981131554, 'fear': 0.015748675912618637}",others,"{'not ironic': 0.944531261920929, 'ironic': 0.05546869710087776}",not ironic
"I'd rate that 2. Sharing my religious beliefs with a classmate isn't something I'd typically do, since classrooms aren't exactly known for discretion – there's a higher chance of gossip spreading quickly in such settings.","{'NEG': 0.6896914839744568, 'NEU': 0.30515921115875244, 'POS': 0.005149249918758869}",NEG,"{'others': 0.8560401797294617, 'joy': 0.005285938736051321, 'sadness': 0.00852443277835846, 'anger': 0.0027026645839214325, 'surprise': 0.0025687655434012413, 'disgust': 0.11507809907197952, 'fear': 0.009799961000680923}",others,"{'not ironic': 0.8509363532066345, 'ironic': 0.14906369149684906}",not ironic
"I'd rate that 2. While I might hope my classmate would respect my trust, classroom dynamics can be unpredictable, and I wouldn't bet on them keeping the information confidential.","{'NEG': 0.14379167556762695, 'NEU': 0.791462242603302, 'POS': 0.06474605202674866}",NEU,"{'others': 0.9723718166351318, 'joy': 0.017120638862252235, 'sadness': 0.0022768378257751465, 'anger': 0.0007858383469283581, 'surprise': 0.0027071055956184864, 'disgust': 0.002052817726507783, 'fear': 0.0026849592104554176}",others,"{'not ironic': 0.9516652822494507, 'ironic': 0.048334717750549316}",not ironic
"I'd rate that 3. Seeking emotional support might warrant sharing my religious beliefs, but since it's a classmate, I'd need to consider whether the potential benefits outweigh the risks of gossip or judgment.","{'NEG': 0.023780686780810356, 'NEU': 0.9497169852256775, 'POS': 0.02650235965847969}",NEU,"{'others': 0.9656010270118713, 'joy': 0.00462323660030961, 'sadness': 0.0017052184557542205, 'anger': 0.0013505852548405528, 'surprise': 0.003997972700744867, 'disgust': 0.018926167860627174, 'fear': 0.003795785363763571}",others,"{'not ironic': 0.9506009817123413, 'ironic': 0.04939896613359451}",not ironic
"I'd rate that 1. Most people probably wouldn't feel comfortable sharing personal info like religious beliefs with just anyone in their class, especially since classrooms can be breeding grounds for rumors and gossip.","{'NEG': 0.7562238574028015, 'NEU': 0.23852728307247162, 'POS': 0.005248805042356253}",NEG,"{'others': 0.028177209198474884, 'joy': 0.0013308280613273382, 'sadness': 0.004698622040450573, 'anger': 0.004843554925173521, 'surprise': 0.0015480548609048128, 'disgust': 0.956680178642273, 'fear': 0.002721586264669895}",disgust,"{'not ironic': 0.914523720741272, 'ironic': 0.08547627925872803}",not ironic
